datetime,bitcoin_count,bitcoin_polarity,bitcoin_subjectivity,bitcoin_polarity_zeros,bitcoin_subjectivity_zeros
2021-02-01 23:00:00,1212,0.1634999351094152,0.4930254325373901,0.08718807880970997,0.30431013611359087
2021-02-02 00:00:00,1078,0.16639792500258654,0.5095598824125613,0.08583864756302642,0.3041791072451013
2021-02-02 01:00:00,1002,0.16199590996832597,0.5086915223845032,0.08751986824262806,0.30587555177146103
2021-02-02 02:00:00,1060,0.17936391065557714,0.4982516961794818,0.09469390764693965,0.2962257408914874
2021-02-02 03:00:00,1045,0.1576566915625357,0.49615032886500177,0.07806115993424821,0.27885821403361416
2021-02-02 04:00:00,889,0.18935652993122504,0.5079730980669247,0.10200373656149202,0.3033007257071127
2021-02-02 05:00:00,924,0.18966829998685186,0.5254488053788247,0.10708413453539241,0.3355551151911217
2021-02-02 06:00:00,1087,0.1953038080516314,0.4917166698190989,0.1031696857250405,0.30110376890367946
2021-02-02 07:00:00,926,0.20808576677813195,0.5128275401339507,0.10419886972098362,0.28370818936945696
2021-02-02 08:00:00,1254,0.2013379659318523,0.5053818381849314,0.10245865377420928,0.2936830015230213
2021-02-02 09:00:00,1750,0.20992954618503254,0.501201267423617,0.10180918655967164,0.272805753154627
2021-02-02 10:00:00,1195,0.20762707679697504,0.5048306950696544,0.12003852597537948,0.32265545059725054
2021-02-02 11:00:00,1350,0.20591931077355174,0.48697623847373583,0.11937351349191405,0.3236425932713648
2021-02-02 12:00:00,1425,0.21089373613926451,0.4995186336115852,0.12080320807977288,0.3225047488851497
2021-02-02 13:00:00,1512,0.18624904181197927,0.5132576485840858,0.10332659374845125,0.31758098150776914
2021-02-02 14:00:00,1742,0.18218666948131235,0.5183266218162892,0.10281542277705069,0.33470238447516965
2021-02-02 15:00:00,1979,0.18482052288566905,0.5116781040486074,0.09852346435138427,0.3105560747115825
2021-02-02 16:00:00,1671,0.20876376103791766,0.5012044089261934,0.11924839077468934,0.3318580707587069
2021-02-02 17:00:00,1570,0.20723705829804318,0.5137609112243948,0.1182557834661619,0.33170995784559887
2021-02-02 18:00:00,1624,0.20585465029452185,0.5138929870174744,0.11366405788811246,0.32284571184391925
2021-02-02 19:00:00,1549,0.1820114022241812,0.5030440671243188,0.10085480296404846,0.31794127186212356
2021-02-02 20:00:00,1485,0.1879896497732478,0.48607612134920414,0.10464871728693594,0.31101762791996607
2021-02-02 21:00:00,1558,0.17317393102924217,0.49284424471139004,0.09267069021581179,0.2931295834557941
2021-02-02 22:00:00,1213,0.20979120400920867,0.5036787118087571,0.12215406643698581,0.33524768959065776
2021-02-02 23:00:00,1370,0.1823961739920583,0.5027306492335792,0.10456648127456354,0.32303977460792244
2021-02-03 00:00:00,1334,0.188553288376967,0.5117596482877543,0.09882247818499319,0.3046954719365246
2021-02-03 01:00:00,1207,0.19337371537371545,0.5004262300750405,0.10630029382257958,0.31226596756682523
2021-02-03 02:00:00,1075,0.20743770532719155,0.4874520581455635,0.11368199368300522,0.3043573811327595
2021-02-03 03:00:00,1136,0.1990278000149652,0.4826437837879834,0.09250901095667657,0.2583087960161386
2021-02-03 04:00:00,1087,0.19606525045423734,0.5104429410300323,0.10825403638824005,0.3247723451814305
2021-02-03 05:00:00,950,0.18721160384331115,0.48980211306830634,0.10529047678430395,0.3171283914516332
2021-02-03 06:00:00,1095,0.23386479826757614,0.500544548889174,0.12788556057163658,0.307296336976265
2021-02-03 07:00:00,1237,0.21322081697626163,0.5089221433241926,0.12445409973932221,0.32885858837686177
2021-02-03 08:00:00,1481,0.18433924387824518,0.4743689981380763,0.10023660933416684,0.2972535714589622
2021-02-03 09:00:00,1363,0.21589044727972664,0.5015424542719716,0.12055119185688368,0.30466612286001027
2021-02-03 10:00:00,1278,0.16594109914974767,0.478433044525454,0.09572828947679009,0.31617276443012554
2021-02-03 11:00:00,1331,0.1961921712132241,0.49350009458194766,0.11053654552761691,0.3093352983710129
2021-02-03 12:00:00,1510,0.21194667737541767,0.5057462851138126,0.11976309577184921,0.3177817566891603
2021-02-03 13:00:00,1767,0.22058916789975988,0.5038738172204087,0.12348933479050976,0.31453472946120603
2021-02-03 14:00:00,1817,0.2416549235780136,0.48482242223733074,0.13101557617062423,0.302296820966028
2021-02-03 15:00:00,1778,0.18584214471238172,0.4957047391134975,0.09796437219411053,0.30073982685250106
2021-02-03 16:00:00,2002,0.18698051846491928,0.48526509770121906,0.10017228521862051,0.2988798706164749
2021-02-03 17:00:00,1939,0.2011922888072198,0.5087775195096432,0.10630801633033457,0.31131610412213306
2021-02-03 18:00:00,1737,0.21260496983061036,0.48719104301123256,0.11764892728703723,0.30905836036594464
2021-02-03 19:00:00,1382,0.1846689376790072,0.4992059220516681,0.10188032558042973,0.31388041527496796
2021-02-03 20:00:00,1429,0.1819669609901846,0.49847128702195054,0.09586794396116187,0.2979942088930132
2021-02-03 21:00:00,1647,0.18203775911184164,0.5048321831422841,0.08472383906588561,0.2674090734138543
2021-02-03 22:00:00,1392,0.18188065176288581,0.4911879093044387,0.09686161046264473,0.29786322196887244
2021-02-03 23:00:00,1310,0.16957914296609308,0.49954772712257484,0.09083363462338591,0.3042052350502034
2021-02-04 00:00:00,1614,0.20228753860332788,0.5052919723810758,0.11241750169022885,0.3127617504935829
2021-02-04 01:00:00,1353,0.24376167221246234,0.5187885255841799,0.1333256000000399,0.3194090051031349
2021-02-04 02:00:00,1195,0.23558260076331033,0.5219630193096728,0.1390552880990086,0.3403298071270907
2021-02-04 03:00:00,1142,0.23532564015135804,0.48962133029220206,0.10716970294645675,0.25383460167348404
2021-02-04 04:00:00,858,0.23004555141798472,0.49237673014599853,0.11772284086648044,0.2827891392231322
2021-02-04 05:00:00,899,0.18079549156531274,0.46937704317838225,0.09333100597029419,0.2907645400220067
2021-02-04 06:00:00,1070,0.20915924435548033,0.4856051469716402,0.10821366310283538,0.2868632721492701
2021-02-04 07:00:00,1235,0.22840916816326196,0.5175987788108963,0.1097780498149011,0.27857475803111365
2021-02-04 08:00:00,2201,0.19622905991128217,0.5175958303756808,0.09537181120211617,0.2847763590249934
2021-02-04 09:00:00,1759,0.1946445718025787,0.5002258238621033,0.09763724475533882,0.28127584756000146
2021-02-04 10:00:00,1349,0.18756747485721537,0.5255698784209099,0.10523016281733005,0.3218104794023417
2021-02-04 11:00:00,1272,0.22513356136988105,0.5191328369757104,0.11989970239813093,0.31207299685625567
2021-02-04 12:00:00,1471,0.1814046913519934,0.5014772841823314,0.10044162649087963,0.3095018532628581
2021-02-04 13:00:00,1468,0.1996092650187546,0.5183120416359862,0.11482110932730195,0.3376161005151837
2021-02-04 14:00:00,1718,0.2018313296249967,0.508704819562635,0.11099964935048653,0.32486784119326806
2021-02-04 15:00:00,1691,0.17854374310670285,0.5012072541485029,0.09225664537428414,0.2921169938692262
2021-02-04 16:00:00,1667,0.18463344863861114,0.5141161777861591,0.10862575942912538,0.33457683878934924
2021-02-04 17:00:00,1570,0.18403946856135076,0.5077987040215471,0.10296222463009327,0.32137619496335745
2021-02-04 18:00:00,1471,0.21285920152483714,0.5225554861264721,0.11496358718299961,0.32990830230104456
2021-02-04 19:00:00,1476,0.19969873564811175,0.5198581943821649,0.11152240542938614,0.32911885687503967
2021-02-04 20:00:00,1416,0.1981187104218097,0.515469321146718,0.11202039234130362,0.33674117334724846
2021-02-04 21:00:00,1511,0.17755344746206517,0.50424640904293,0.0919473210071409,0.29157105284795276
2021-02-04 22:00:00,1386,0.2018401295032446,0.5110971369786614,0.12461949287333399,0.34456548667152415
2021-02-04 23:00:00,1038,0.18760888933405842,0.4990865875235882,0.10493780047346955,0.31507991636590166
2021-02-05 00:00:00,1030,0.15474974963049182,0.515949929308269,0.09660021090765096,0.36754327889524185
2021-02-05 01:00:00,882,0.1734683428941104,0.5077062008434556,0.10017928616985099,0.32792573762685207
2021-02-05 02:00:00,808,0.16430852144007493,0.4903128021529946,0.09749877553220976,0.31931114718723946
2021-02-05 03:00:00,1085,0.16999325940959376,0.4895782997021513,0.08836061241079148,0.29129262950616125
2021-02-05 04:00:00,836,0.14867382043346666,0.49495480936969544,0.08212710151830929,0.3085775099267551
2021-02-05 05:00:00,755,0.20331868625104388,0.5033082417504691,0.12054166014133183,0.33711264972780014
2021-02-05 06:00:00,901,0.2092042090883819,0.48695483610444934,0.11765501673517546,0.31464774025210573
2021-02-05 07:00:00,904,0.22064973714431693,0.5105937987400201,0.13089992444735202,0.3529828512189849
2021-02-05 08:00:00,1072,0.18832115018855416,0.5061359279146214,0.1013455185753665,0.31709720785012424
2021-02-05 09:00:00,1207,0.23354257438874182,0.5367021131243095,0.12703384687653652,0.31870671800730965
2021-02-05 10:00:00,1041,0.21420636237310142,0.5288054475832015,0.13172460214897616,0.35405652093932743
2021-02-05 11:00:00,1106,0.20913756399024272,0.5010535967698515,0.12188505013038536,0.3267461195880418
2021-02-05 12:00:00,1436,0.17620223998590323,0.5048920924142909,0.09211400744604671,0.30314432049719325
2021-02-05 13:00:00,2054,0.23561959933688686,0.5358029876878083,0.14634942855713023,0.37651936705955413
2021-02-05 14:00:00,2229,0.20290180431390237,0.508260996611678,0.12308843278018389,0.34465644396008555
2021-02-05 15:00:00,2559,0.16909368113789736,0.5147201368948185,0.09683350373076711,0.3275940631460068
2021-02-05 16:00:00,2415,0.16075134716195041,0.500947317674198,0.09231509216804197,0.3262934034467977
2021-02-05 17:00:00,2235,0.1471282245876351,0.509217042141642,0.08758018214715504,0.339571496714498
2021-02-05 18:00:00,2448,0.10752872198337263,0.5001222806518102,0.06320837294222993,0.3301153500195521
2021-02-05 19:00:00,2836,0.13825381350093993,0.5112159727006635,0.07866697561420165,0.32650238542293386
2021-02-05 20:00:00,2402,0.14365773911731677,0.5038553947196922,0.0825732566186833,0.3256897548997324
2021-02-05 21:00:00,2201,0.13404452078676607,0.5160668636001942,0.07318145669924586,0.321594684984134
2021-02-05 22:00:00,1668,0.13599374123779037,0.5052549309022915,0.07839993951624279,0.33011482551191845
2021-02-05 23:00:00,1384,0.16138748685905605,0.4986751207722026,0.09316459468681872,0.33229896684184046
2021-02-06 00:00:00,1542,0.1705060321905754,0.4826208033626479,0.09233233015267024,0.3005721434369848
2021-02-06 01:00:00,1863,0.19553182925095478,0.529359671642281,0.10416311529798374,0.32040190652032796
2021-02-06 02:00:00,1263,0.1681291313008384,0.48403024357649604,0.09446430573088342,0.31287315744583816
2021-02-06 03:00:00,1278,0.19983724770290046,0.4972224720039042,0.09784381089715782,0.27985745692023023
2021-02-06 04:00:00,1198,0.18777936661110706,0.5155955757455306,0.10617331650252583,0.3261332652042264
2021-02-06 05:00:00,1083,0.19351016821655695,0.5092680699616551,0.10871357764975109,0.3287036106993454
2021-02-06 06:00:00,1199,0.18272175864508616,0.5079280099407916,0.10554106014865841,0.32885804634747484
2021-02-06 07:00:00,1253,0.17605792850560295,0.5159870698863542,0.10503349203269162,0.34582697960366116
2021-02-06 08:00:00,1607,0.17651521113642907,0.5047528553909428,0.09972355090699113,0.3214024592019252
2021-02-06 09:00:00,1539,0.14244359539270243,0.4845110230227777,0.07833744934520756,0.29932211688116606
2021-02-06 10:00:00,1832,0.18987995875622993,0.48740971878086103,0.10557512015881959,0.30328601471155786
2021-02-06 11:00:00,2518,0.195547992891598,0.495001366136165,0.10307461153724336,0.2974534662607915
2021-02-06 12:00:00,1985,0.16784953509620532,0.4802716544916345,0.09417176163824552,0.30651044915870607
2021-02-06 13:00:00,1946,0.19306650486280336,0.5015287500183141,0.10825765472670647,0.319519407284395
2021-02-06 14:00:00,2091,0.21632248995473286,0.4908242220597083,0.11935525648787831,0.3093130891819915
2021-02-06 15:00:00,2360,0.18662853566350657,0.4902072533670092,0.09575871903919102,0.28586117736208283
2021-02-06 16:00:00,2106,0.18865962341433054,0.4931198231581615,0.10443441629670767,0.30997910628287256
2021-02-06 17:00:00,1920,0.22949328237187108,0.5040772992762929,0.12678843494613865,0.32319648098486753
2021-02-06 18:00:00,1625,0.18759313364141775,0.49294273139709394,0.10594399104830887,0.31920062115057724
2021-02-06 19:00:00,1463,0.19336903333507038,0.517122791231494,0.11105774583048363,0.33710867092283914
2021-02-06 20:00:00,1369,0.17377044487765472,0.4965322770903555,0.09116950362417388,0.30653767796702425
2021-02-06 21:00:00,1577,0.2112988088363586,0.5284333445495105,0.1118640752663075,0.3210499336508001
2021-02-06 22:00:00,1323,0.1833665614621018,0.5408282893236036,0.10694821919801852,0.3557644722414716
2021-02-06 23:00:00,1270,0.21522020307325024,0.5017582343387853,0.1263921521128328,0.32815194586633084
2021-02-07 00:00:00,1235,0.19121661440162102,0.4941801269876043,0.1055675058675616,0.30834780840164056
2021-02-07 01:00:00,1090,0.23320182825957003,0.5116175463110729,0.1375437967647464,0.328453497571065
2021-02-07 02:00:00,1004,0.23475840090183653,0.5158516548904011,0.1374195517474165,0.3376102294201405
2021-02-07 03:00:00,926,0.16163899493665015,0.4940087135405127,0.07763391143672686,0.26972154578708285
2021-02-07 04:00:00,770,0.17208017942162243,0.4936933731543559,0.09461234957129794,0.3151621902424486
2021-02-07 05:00:00,719,0.1764723481334683,0.46111186537117793,0.10827387096635106,0.32057378688155597
2021-02-07 06:00:00,753,0.21575836958919697,0.4770567240616872,0.13223900071595943,0.3291520407952501
2021-02-07 07:00:00,861,0.20287176904586474,0.4686683364398297,0.12442373157012622,0.32829065722092665
2021-02-07 08:00:00,1019,0.18889737537028203,0.498886728814442,0.10720505887317508,0.32328949002300134
2021-02-07 09:00:00,998,0.18996222725086356,0.4971548952391789,0.1058400253134334,0.31081174347803947
2021-02-07 10:00:00,957,0.20123587164792053,0.5025041427260405,0.12067931715516718,0.33163720084083353
2021-02-07 11:00:00,1041,0.2075039497916536,0.5049709339712317,0.11279387521909678,0.3132759117694495
2021-02-07 12:00:00,1087,0.19545050473324282,0.5059271401461257,0.11969658496766872,0.3447282858374981
2021-02-07 13:00:00,1196,0.18134021161423958,0.47994435575202854,0.10103552103176044,0.3118771986836287
2021-02-07 14:00:00,1284,0.2121715822016541,0.5156117977922623,0.12313733681174749,0.3409601208701799
2021-02-07 15:00:00,1873,0.17502197143118298,0.4978666347244454,0.09896273822001109,0.3163491282923698
2021-02-07 16:00:00,1453,0.16104700732340296,0.5040240523174749,0.09215467641283615,0.33134914550500666
2021-02-07 17:00:00,1406,0.2003916352220672,0.483028613993666,0.11363788258073458,0.31068253383417527
2021-02-07 18:00:00,1363,0.17704643582518195,0.49676059595971483,0.11285020909467705,0.3450779712391912
2021-02-07 19:00:00,1404,0.18603897106091632,0.5110563747911118,0.10963010794661142,0.3351272457707588
2021-02-07 20:00:00,1232,0.17340880991750787,0.49535690584442055,0.10419908533845816,0.34323510659951534
2021-02-07 21:00:00,1322,0.1879111868497353,0.4803648521670934,0.10203486667589491,0.29286011760138736
2021-02-07 22:00:00,1173,0.18827222786312314,0.5168787453383114,0.11036647840252047,0.34151943796546935
2021-02-07 23:00:00,1099,0.1280708619136596,0.49377826798227675,0.07494393740071108,0.3274732336423422
2021-02-08 00:00:00,1058,0.16635115212196078,0.5230658886902552,0.0986690657193983,0.3429414833937334
2021-02-08 01:00:00,853,0.19773688263173947,0.50656898623633,0.11957631957572906,0.34382871349269006
2021-02-08 02:00:00,837,0.19183149669439836,0.5044989241249804,0.11218038396233437,0.32460628081575604
2021-02-08 03:00:00,846,0.1978411476506902,0.4993888579918197,0.09648560585425968,0.2788894699246624
2021-02-08 04:00:00,693,0.180453999153404,0.5000032508422354,0.10765133410298669,0.3393903519101215
2021-02-08 05:00:00,720,0.1841968955887081,0.4763067932398293,0.11999112055492984,0.3556424056190725
2021-02-08 06:00:00,923,0.21259466386839573,0.48670383350174556,0.1211663039607077,0.32446922233449704
2021-02-08 07:00:00,949,0.2008772513390548,0.5290733907536411,0.1272500430335921,0.3710099711093998
2021-02-08 08:00:00,1192,0.19442211689817565,0.5039298166185678,0.1239098702766542,0.3548801525482872
2021-02-08 09:00:00,1263,0.20452763051143877,0.4980667774108621,0.10237485088574731,0.28175113032688287
2021-02-08 10:00:00,1072,0.20350586436228252,0.5040972067245134,0.12725973189231682,0.34716128387631584
2021-02-08 11:00:00,1164,0.20647145870610242,0.4946235317108371,0.11259839693160956,0.2980726533579627
2021-02-08 12:00:00,4724,0.14422253451585645,0.5072605263686055,0.07359332284704428,0.29272548679652666
2021-02-08 13:00:00,16721,0.14446272763437434,0.4889452525054027,0.08092535445207424,0.3094903527249001
2021-02-08 14:00:00,10519,0.15312605020364303,0.48308573249887915,0.09341367612127707,0.32687914677881724
2021-02-08 15:00:00,8094,0.16294675978596276,0.4709316907919623,0.09729953626804731,0.31623747942348923
2021-02-08 16:00:00,6213,0.16965615480835033,0.48929319149608663,0.09603967365607108,0.3093157227602949
2021-02-08 17:00:00,5375,0.18263403775767603,0.4585308183545676,0.10132072526110529,0.3089470855612452
2021-02-08 18:00:00,4595,0.17054343529140564,0.5204664549719409,0.10472561848142141,0.3599238258820485
2021-02-08 19:00:00,3809,0.17241128672605419,0.472766763372538,0.10261730192767211,0.3281748666709714
2021-02-08 20:00:00,3523,0.17866060810924259,0.4911040925593544,0.10193644433771923,0.32204771988296954
2021-02-08 21:00:00,3699,0.1652547958916826,0.5009461301652308,0.09149400998922748,0.3086042470322705
2021-02-08 22:00:00,3719,0.15640390639128268,0.4983340869718324,0.09217067689969441,0.3234064188144432
2021-02-08 23:00:00,5427,0.15727402759792541,0.4994524602533454,0.08867931318648195,0.3099504449909943
2021-02-09 00:00:00,5128,0.1671519731096818,0.5084582106248519,0.09614485023761665,0.32208937149182487
2021-02-09 01:00:00,2798,0.16802467515659966,0.48942064534377727,0.1003626483515874,0.3283187029792951
2021-02-09 02:00:00,2470,0.16429858804493927,0.48472085860857683,0.09852486915249936,0.3259053790534539
2021-02-09 03:00:00,2370,0.1658028529065388,0.48915380691465116,0.09258124618943149,0.30310571156792254
2021-02-09 04:00:00,2014,0.18478582730072712,0.4819515226226065,0.11367745897539865,0.3215095167138478
2021-02-09 05:00:00,2051,0.17291301741772017,0.48478923815742686,0.10337942053336399,0.32534457527475785
2021-02-09 06:00:00,2731,0.17402674515167835,0.468882933343742,0.09868221791548927,0.3030122077909269
2021-02-09 07:00:00,3330,0.170416138180532,0.5024885347063034,0.0988378427837554,0.3323995363743452
2021-02-09 08:00:00,2946,0.17655480572941717,0.4910922500173367,0.10298193898714157,0.3219041297725919
2021-02-09 09:00:00,2931,0.1948403091274887,0.4052464730520066,0.10557996321974746,0.2941037988799292
2021-02-09 10:00:00,2577,0.1688642565284542,0.4314293600133305,0.10493248748970754,0.31613156255186464
2021-02-09 11:00:00,2323,0.18052773986053905,0.44797470866554595,0.11647672132178433,0.3348021506868817
2021-02-09 12:00:00,2582,0.1822257745105432,0.45341809458169563,0.10997995974452636,0.3184014115402552
2021-02-09 13:00:00,2457,0.1956454215945151,0.47901842827347485,0.11326247045074174,0.317322115503742
2021-02-09 14:00:00,2518,0.20857988596825078,0.5050857223004491,0.12171891004788504,0.33076653452773014
2021-02-09 15:00:00,2625,0.1788340270473854,0.4943367684604074,0.103492335570978,0.32057600929704466
2021-02-09 16:00:00,2388,0.17854397391881813,0.49873507423648117,0.10755661079446875,0.3384078625295729
2021-02-09 17:00:00,2418,0.18822088023299216,0.5018816092361872,0.10941249500142963,0.326716259020341
2021-02-09 18:00:00,2304,0.17922761373155063,0.5041636510147196,0.11191634213304597,0.3463286341429943
2021-02-09 19:00:00,2145,0.19647157087480618,0.5006707477027852,0.11933920165573969,0.3405944847751987
2021-02-09 20:00:00,2001,0.18266352981546324,0.49526711317371985,0.10469738904057038,0.3238026857809212
2021-02-09 21:00:00,2160,0.15261885246081588,0.49722022343972755,0.08658364518431844,0.3155553070422261
2021-02-09 22:00:00,1722,0.139892755492099,0.49913212689554864,0.08847556913387092,0.35033424755687564
2021-02-09 23:00:00,1770,0.16042538153132496,0.46956901669182594,0.10125399080708988,0.33550365975227564
2021-02-10 00:00:00,1597,0.14111295284336717,0.5004443221750206,0.09194586903132897,0.3596564287902937
2021-02-10 01:00:00,1327,0.1369060763582822,0.4943445568501092,0.08883218695003042,0.3504751963164419
2021-02-10 02:00:00,1367,0.1788560601027978,0.5107547601678584,0.11499102819524608,0.3623302999481388
2021-02-10 03:00:00,1395,0.13896529295804308,0.5090096567341722,0.08154775428259162,0.3277061280666131
2021-02-10 04:00:00,1123,0.15810867451013422,0.4885702440945303,0.09790232048763112,0.33123406379290193
2021-02-10 05:00:00,1106,0.15151100785482374,0.5030784090159982,0.09774903732569275,0.35942758493616117
2021-02-10 06:00:00,1243,0.10863805960005818,0.5018599265596764,0.0671623578872377,0.34836263882667345
2021-02-10 07:00:00,1548,0.17679091662073015,0.48763501723648556,0.10056292795928497,0.3147179509602842
2021-02-10 08:00:00,1644,0.1819700874717908,0.49049553634906756,0.09949443631551153,0.3118528275168982
2021-02-10 09:00:00,2037,0.21091401990195688,0.5145376546469411,0.08564819321694331,0.23467088978830083
2021-02-10 10:00:00,2881,0.21460268038289798,0.4921044901373076,0.05401013857207776,0.13971810900883358
2021-02-10 11:00:00,3505,0.17707577899712526,0.4740568828146009,0.049200921144167686,0.14428509822578625
2021-02-10 12:00:00,3790,0.1740975126961147,0.4898657506469704,0.05078993005800495,0.1596679941133141
2021-02-10 13:00:00,4035,0.19047577675883368,0.49061376517719596,0.057010534686348424,0.16315958066910796
2021-02-10 14:00:00,3872,0.2042077752321554,0.49212189748894164,0.06506403953059103,0.1744229510087388
2021-02-10 15:00:00,3674,0.18192598695993978,0.4982561876962276,0.07503300369742727,0.22844418151853932
2021-02-10 16:00:00,2556,0.16908948750440322,0.4867197574492357,0.09621209252953943,0.3157913977271045
2021-02-10 17:00:00,2159,0.174547394091442,0.48288387710818037,0.10164573784799963,0.3189453770636967
2021-02-10 18:00:00,2215,0.1764428174963886,0.4877913185948225,0.10523124019313443,0.3214644585655898
2021-02-10 19:00:00,2011,0.18827222737455335,0.4800306285166894,0.10656208069399718,0.3136200106309037
2021-02-10 20:00:00,1852,0.17913362352163875,0.47794767480802713,0.10192741210997704,0.3067930226828596
2021-02-10 21:00:00,2063,0.18092664606584236,0.48061541320403955,0.09730606157002675,0.29175820275911885
2021-02-10 22:00:00,1745,0.19852799992295844,0.5084916030964457,0.10576209476708395,0.29805489752605807
2021-02-10 23:00:00,1616,0.1990229855332936,0.48997241961994276,0.10861556728388178,0.3102768862509741
2021-02-11 00:00:00,1417,0.1892192783915176,0.4958829890527379,0.11260941122644205,0.32764527392894116
2021-02-11 01:00:00,1278,0.16514666433812705,0.4926389735557185,0.09021593434165291,0.3023237161659842
2021-02-11 02:00:00,1267,0.16567880966357829,0.4791767686823713,0.10338489214126066,0.32420491690612824
2021-02-11 03:00:00,1248,0.16409480857616035,0.47772668144979646,0.08178857966887487,0.271264361706509
